track_id,track_name,track_artist,track_album_release_date,track_duration_ms,sound_danceability,sound_energy,sound_key,sound_loudness,sound_mode,sound_speechiness,sound_acousticness,sound_instrumentalness,sound_liveness,sound_valence,sound_tempo,genre_edm,genre_latin,genre_pop,genre_rnb,genre_rap,genre_rock,has_listenership
6oFd2c2UiVfFBTIJiFVfz6,Howl At The Moon - Radio Edit,Stadiumx,2014-03-10,183750,0.514,0.934,10,-3.201,0,0.0992,0.0525,0.00089,0.137,0.182,127.953,1,0,0,0,0,0,0
6ANCLKKUMPt0vfRdYQAqcd,Walking On The Edge,Scorpions,1988-04-18,309360,0.457,0.861,0,-4.916,1,0.0612,0.0824,0.000555,0.3,0.231,87.971,0,0,0,0,0,1,0
6eDw3SaYkrJQdU4OTUWNOf,The Buzz - Original Mix Edit,New World Sound,2014-04-28,196429,0.785,0.886,6,-4.407,1,0.0706,0.00147,0.568,0.0839,0.448,126.057,1,0,0,0,0,0,0
78AF5NGxtjIczE63O1EL2m,It's The Most Wonderful Time Of The Year,Toni Braxton,2009-01-01,255920,0.336,0.339,5,-14.266,1,0.0332,0.883,4.71e-05,0.113,0.207,179.75,0,0,0,1,0,0,0
31ZkEyJlfJtCjyMhmZxLEd,I'll Still Kill,50 Cent,2007-01-01,223507,0.666,0.715,2,-5.276,0,0.261,0.111,9.69e-06,0.23,0.725,88.046,0,0,0,0,1,0,0
17zF4zfyb78Cku56d11gkF,Got It,Boys Noize,2012-10-05,192743,0.462,0.847,1,-6.85,1,0.518,0.0289,0.0,0.398,0.66,184.084,1,0,0,0,0,0,0
0fXTcou0FQxSGksz3phLfT,It's Strange (feat. K.Flay),Louis The Child,2015-09-09,245581,0.837,0.492,0,-7.792,1,0.354,0.371,0.0401,0.102,0.417,85.951,0,0,1,0,0,0,0
2vAbKDdqA6cEBHU9zQiA8g,Around The Way Girl,LL Cool J,2009-06-02,242267,0.608,0.665,1,-10.347,0,0.341,0.00342,0.0478,0.221,0.652,202.198,0,0,0,1,0,0,0
3x8N0uirzvvWp3Fjhz7p3o,Idlip,Imago,2001-06-19,170787,0.467,0.458,7,-6.274,1,0.0263,0.305,0.0,0.155,0.288,52.017,0,0,0,0,0,1,0
7jTEQrKXaazC3CGQ4gI6xN,The Sky Is The Limit,Boris Brejcha,2016-02-22,485760,0.812,0.666,1,-7.1,1,0.0485,0.000341,0.862,0.12,0.178,125.015,1,0,0,0,0,0,0
0WeF2Avp91o78EiEfxHPrw,Flashlight - Original Mix,R3HAB,2014-03-24,232500,0.705,0.949,10,-3.575,1,0.0454,0.0128,0.6,0.27,0.274,128.011,1,0,0,0,0,0,0
60qjwCGifJ8I8s4Iztef1r,Eisbaer,Groovezone,2012-11-26,269386,0.843,0.511,11,-7.558,1,0.038,0.163,0.00867,0.544,0.737,129.459,0,0,1,0,0,0,0
3MQLYKlNxsk7csGVEcw0R6,Hello - Feat. Dr. Dre And MC Ren,Ice Cube,2000-03-21,232533,0.902,0.612,10,-6.217,0,0.283,0.135,0.0,0.374,0.681,91.386,0,0,0,0,1,0,0
6XIQe8CyDYFHN0iCjfRIuj,Cryin',Aerosmith,2001-11-20,308267,0.451,0.828,9,-3.904,1,0.0328,0.000197,0.0128,0.345,0.498,105.882,0,0,0,0,0,1,0
0hew0h04VY3ShVnbD0wOsb,If Ever,Da A Clan,1994-10-21,218787,0.652,0.801,11,-13.812,0,0.0503,0.113,0.0,0.11,0.842,121.368,0,1,0,0,0,0,0
5qM61pJDpUnVDjrSOkaouT,Hollow,DubVision,2015-08-21,211250,0.489,0.86,0,-4.214,0,0.0835,0.0256,0.0,0.401,0.119,127.991,1,0,0,0,0,0,0
3gppA9cIA46C4nomcRq1NF,Mister Dardy,Dardan,2017-05-19,208285,0.837,0.897,1,-4.712,1,0.262,0.177,0.0,0.119,0.695,143.008,0,0,0,0,1,0,0
2IR9MmoWsguzwzHmdByrQm,So Sophisticated,Rick Ross,2012-01-01,249440,0.688,0.872,2,-4.651,1,0.282,0.029,0.0,0.571,0.562,76.983,0,0,0,0,1,0,0
4Ld00UQYL3aPcK4yOnv0JP,Rainbow In The Dark,Dio,2007-01-01,252920,0.511,0.917,9,-8.052,0,0.0378,8.57e-05,0.5,0.0418,0.652,117.564,0,0,0,0,0,1,0
4hiPAavWW94X0KkBBgjuZa,Recién Me Desperte,Lucho SSJ,2018-11-19,178000,0.82,0.398,8,-10.151,1,0.446,0.405,0.0,0.126,0.2,92.04,0,0,0,0,1,0,0
6QaedjNdzSBo8iCvMQDCnO,To The Hilt,BANKS,2016-09-30,276747,0.31,0.101,8,-13.796,0,0.0697,0.953,0.0,0.0955,0.0778,65.119,0,0,1,0,0,0,0
2MFB0iJptgZtQGUz0PezFa,Love U Show,Jamie Jones,2005-06-28,269000,0.549,0.51,6,-8.055,1,0.218,0.289,0.0,0.152,0.535,170.128,0,0,0,1,0,0,0
72lAIcldZMBgaeF6XwjAnC,Better Off Alone - Hitradio Mix,Alice Deejay,1999,218493,0.674,0.772,8,-9.69,0,0.0659,0.00352,0.8,0.256,0.762,136.969,0,0,1,0,0,0,0
0aZ4vyAeoDqsP0zNEECrx6,All The Way,Timeflies,2014-01-01,179640,0.553,0.855,1,-2.025,1,0.0732,0.0187,0.0,0.0428,0.552,127.997,1,0,0,0,0,0,0
7scQgTTq4dOhy0mPWXBaF3,Hipnotízame,Wisin & Yandel,2012-01-01,243387,0.793,0.812,9,-3.992,0,0.125,0.295,0.0,0.389,0.6,79.989,0,1,0,0,0,0,0
2asjmKILadyx8bOiSfCnYv,Forever,Ballin Entertainment,2008-04-20,203572,0.766,0.634,0,-10.397,1,0.0413,0.00424,0.493,0.0354,0.768,132.012,0,1,0,0,0,0,0
0LN0ASTtcGIbNTnjSHG6eO,Pour Some Sugar On Me (2012),Def Leppard,1987,261532,0.497,0.849,9,-5.352,1,0.0612,0.00985,0.0,0.106,0.72,169.937,0,0,0,0,0,1,0
47qnPNcK2qS7CFYK4hT06d,Drive - Orchestral Live Version,Incubus,1999,244507,0.393,0.911,4,-7.16,0,0.0534,0.0431,0.0,0.932,0.499,180.949,0,1,0,0,0,0,0
0U4rKU7s96KCaV4IPYXhZR,Toulouse - Original Mix,Nicky Romero,2012-02-13,365627,0.758,0.91,5,-3.83,0,0.104,0.0341,0.685,0.223,0.258,127.99,1,0,0,0,0,0,0
4GMMwFXKjtBeTo8VwhkmEw,Kiss It Better - R3hab Remix,Rihanna,2016-06-01,184200,0.728,0.738,3,-3.939,0,0.0455,0.0505,0.0,0.104,0.458,102.0,1,0,0,0,0,0,0
0FyBloIEdLS3f3SodFiju1,"Hold On, We're Going Home",Drake,2013-08-06,227027,0.765,0.452,6,-6.644,0,0.068,0.0033,4.64e-05,0.0916,0.331,100.002,0,0,0,0,1,0,0
5bh0ZC4XO0VJuH0NPGkqlH,Put On,Jeezy,2008-01-01,321293,0.653,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616,0,0,0,0,1,0,0
2caf8plDefqF1DXxAFWzgx,Pilot,50 Cent,2014-01-01,200307,0.777,0.783,1,-5.894,1,0.2,0.0143,0.0,0.346,0.699,141.615,0,0,0,0,1,0,0
1A8IL2dEbiyPqhwZsCaVrD,Big Bang - Original Mix,twoloud,2013-10-21,318191,0.662,0.876,7,-4.858,0,0.057,0.00593,0.707,0.659,0.36,127.983,1,0,0,0,0,0,0
3ActcmE8M7DpBHQiRFSx5G,Strong,R3HAB,2015-11-27,169102,0.448,0.856,5,-3.162,0,0.0537,0.0211,2e-05,0.2,0.511,127.977,1,0,0,0,0,0,0
1trTuC1Z6KwXyb6qigNr7l,Débrouillard,Damso,2016-01-22,245173,0.809,0.667,11,-5.997,1,0.231,0.208,0.0,0.131,0.358,120.015,0,0,0,1,0,0,0
3fGn4vhiwSZB6SabYaol81,So Seductive,Tony Yayo,2005-01-01,209862,0.569,0.869,8,-3.351,1,0.215,0.216,0.0,0.0874,0.707,96.07,0,0,0,0,1,0,0
0sZrIaNANwnhPpF0wtLAbR,I Want You Around,Snoh Aalegra,2019-02-18,213253,0.707,0.522,4,-7.033,1,0.204,0.341,0.0641,0.0771,0.638,168.028,0,0,0,1,0,0,0
1Uwifcxnhi8eyYBYV6wQh4,Uncover,Tobu,2013-10-30,216111,0.438,0.663,2,-4.22,1,0.0836,0.152,1.74e-06,0.297,0.424,125.845,1,0,0,0,0,0,0
09ceBjuAz0mIyxt8WZt2eu,About Last Night,Miguel Reyes,1996,307800,0.737,0.667,9,-13.51,0,0.0666,0.0156,0.82,0.158,0.948,120.061,0,1,0,0,0,0,0
2vtC4gCZCmpojflO8HEjIT,Al Sur De Granada - Live,Miguel Rios,2005-01-01,224427,0.551,0.866,11,-10.121,1,0.101,0.0677,1.6e-06,0.55,0.42,91.629,0,0,0,0,0,1,0
31iIGTRrL3X0RfOM6zv0Mk,Walk This Way,Hayseed Dixie,2002,258000,0.796,0.471,0,-9.336,1,0.0418,0.629,3.92e-05,0.0791,0.804,91.793,0,0,0,1,0,0,0
7H1PgQhT9nVen9WY51Uk8w,Funny Habit,Deonna Martin,2007-12-18,181827,0.434,0.504,1,-4.762,0,0.0886,0.657,0.0,0.191,0.66,99.013,0,0,0,1,0,0,0
3tH16kQXSDJpawV0HvCj2E,Next Lifetime,Erykah Badu,1997-02-11,386612,0.643,0.413,8,-11.929,0,0.0564,0.129,0.00105,0.095,0.339,130.026,0,0,0,1,0,0,0
5gUQMCRhjHM3bxdC67KbVx,Great Southern Land - Remastered,ICEHOUSE,2011,317760,0.72,0.828,9,-5.615,1,0.028,0.225,0.000172,0.0602,0.44,120.141,0,0,1,0,0,0,0
6enXeBnLnyjfweN6VWcIoh,Passing Me By,The Pharcyde,1992-11-24,301840,0.763,0.76,4,-7.975,0,0.259,0.0762,0.0,0.26,0.599,87.095,0,0,0,1,0,0,0
5WwZeusFlxOKmTW25ImmgM,Can You Feel the Beat,Lisa Lisa & Cult Jam,1985-12-17,410773,0.708,0.734,6,-13.244,0,0.0529,0.0451,0.00724,0.788,0.761,122.552,0,1,0,0,0,0,0
3jNyatJv1JxuIlwKoYlo7Y,"You're Gonna Go Far, Kid",The Offspring,2008-11-28,178453,0.549,0.918,0,-3.112,1,0.0679,0.00535,0.0,0.22,0.58,126.09,0,0,0,0,0,1,0
6fVujZrirjfU3GWji09nDT,Sea Of Voices - RAC Mix,Porter Robinson,2014-01-01,367900,0.606,0.658,2,-5.983,1,0.0302,0.195,0.827,0.118,0.566,127.999,0,0,1,0,0,0,0
2WlhuSMAqGiuApjY0XU5WG,Cuando Hablamos,Javiera Mena,2006-10-05,267801,0.55,0.842,0,-8.434,0,0.0279,0.00723,0.0476,0.106,0.852,104.014,0,0,1,0,0,0,0
0qye74bBDF4HABKjoCb7xz,Rest In Peace,Brownside,2003,270627,0.702,0.463,5,-9.884,0,0.0443,0.000918,0.000113,0.0903,0.713,140.493,0,1,0,0,0,0,0
5ZY8CsGBDp8AJ31fPx6qds,Go Getta - (Explicit),Jeezy,2007,228760,0.386,0.742,3,-6.545,0,0.178,0.094,0.0,0.188,0.439,174.22,0,0,0,0,1,0,0
2y3dqVPQraN7SfKqMbDcmB,Disappear,Christian Rich,2015-08-21,232000,0.835,0.197,0,-14.931,0,0.27,0.498,0.0,0.25,0.389,108.122,0,0,0,1,0,0,0
01J6VdbLfin8BagXInYEIa,Risen,nej!las,2017-10-03,391583,0.529,0.3,7,-20.376,1,0.0417,0.119,0.879,0.111,0.0366,120.091,0,0,0,1,0,0,0
6w101FuwUOcarmoEnSHU0Q,Obstacles,Tone Depth,2017-12-22,494715,0.789,0.657,7,-11.665,1,0.0455,0.00198,0.906,0.0963,0.0323,122.005,1,0,0,0,0,0,0
1VynpqrTbP74RZVIFeKFcJ,Hands To Myself - Fareoh Remix,Selena Gomez,2016-03-04,181093,0.702,0.736,8,-3.937,1,0.0338,0.000645,0.0299,0.263,0.0851,111.013,1,0,0,0,0,0,0
4ykIW49ZO7UnmKbancsDIV,Part II,Method Man,2001-01-01,244600,0.775,0.837,10,-4.965,0,0.39,0.0383,0.0,0.315,0.807,95.86,0,0,0,0,1,0,0
7HFMdhQYWoedaefIWFin6a,Fetish (feat. Gucci Mane) - Galantis Remix,Selena Gomez,2017-08-23,208048,0.717,0.718,0,-5.404,1,0.164,0.0879,0.0,0.203,0.478,124.961,0,0,0,1,0,0,0
1PwxKTZydKhqiMHRZoFfn4,Step Up,Pete Rock / InI,2003-11-04,285200,0.778,0.695,1,-8.662,1,0.242,0.29,0.000347,0.108,0.664,90.925,0,0,0,1,0,0,0
5Sr8QyyeNzeYHZ9yQ9Y9ZV,More Than A Feeling,Boston,1976,285493,0.42,0.667,7,-8.955,1,0.0274,0.00373,6.08e-05,0.0377,0.335,108.847,0,0,0,0,0,1,0
7MirWQBco3ZiuwvcdYaNSe,중독 Overdose,EXO-K,2014-08-06,205612,0.498,0.917,5,-1.797,0,0.164,0.0615,0.0,0.358,0.652,112.357,1,0,0,0,0,0,0
0To77mmBsRqtWIZHcnpMvT,Work,Charlotte Day Wilson,2017-07-28,224482,0.659,0.243,1,-10.575,1,0.0286,0.566,0.336,0.0753,0.159,130.018,0,0,0,1,0,0,0
0zG6VemmYlMhAK5MNvBeP7,No Sleep,Bougenvilla,2017-04-03,209664,0.627,0.953,9,-3.586,0,0.0401,0.0163,0.143,0.307,0.199,127.973,1,0,0,0,0,0,0
2vNhY6yfz9ha8wTSji81qG,Round Whippin,A.CHAL,2015-09-11,214286,0.625,0.776,11,-4.198,0,0.0478,0.272,2.22e-05,0.222,0.261,140.063,0,0,0,1,0,0,0
5o61LLrnFaGbcEbecemBIo,Why Me?,Reggie P,2005-03-01,214120,0.855,0.665,9,-6.44,1,0.14,0.0587,5.5e-06,0.0846,0.661,113.036,0,0,0,0,1,0,0
2Y9pYS0xxZB6a1xduvl885,No One,Dave Hollister,2006-06-27,249573,0.716,0.487,10,-5.827,1,0.0808,0.0349,1.79e-06,0.0766,0.461,100.047,0,0,0,1,0,0,0
5qTlzD0TW5JZ9TacSkLjJr,Bookoo Bread Co,Scallops Hotel,2015-05-05,120902,0.493,0.7,7,-11.64,1,0.347,0.483,0.00447,0.146,0.961,135.091,0,0,0,1,0,0,0
1MTuMmE767VPw02oNfEPSj,Everybody,Home Brew,2012-01-01,248320,0.807,0.864,5,-4.872,1,0.363,0.425,0.0,0.304,0.902,86.933,0,0,0,1,0,0,0
2KHls7uaYRy37TSyOoNrqL,Every Picture Tells A Story,Rod Stewart,1971-01-01,359733,0.547,0.852,7,-9.619,1,0.0403,0.0676,0.0,0.0688,0.732,143.745,0,0,0,0,0,1,0
3Lhrv49JFkwVF1Sl9L1rfp,TURN,TaeyoungBoy,2019-02-27,169796,0.704,0.482,5,-10.661,0,0.0475,0.0302,9.13e-05,0.173,0.284,109.988,0,0,1,0,0,0,0
0twZvYPeZTFTEaCopQoqId,Trojan - Original Mix,Sidney Samson,2014-05-26,316875,0.762,0.68,6,-8.098,1,0.052,0.000186,0.882,0.078,0.0333,127.985,1,0,0,0,0,0,0
7aA3CTUcPispigxyP9IfmC,Story Of Envy,K-391,2012-09-13,231393,0.758,0.832,0,-7.55,0,0.0401,5.56e-05,0.748,0.14,0.263,128.02,1,0,0,0,0,0,0
2c5fBBdKPfYSSjqQR8r0yj,Baby Boy,Childish Gambino,2016-12-02,382093,0.536,0.402,2,-7.111,0,0.0359,0.124,0.464,0.0657,0.697,199.916,0,0,0,1,0,0,0
4jzJLbxEBpa83bd9e8qlCk,East Clintwood,Ostblockschlampen,2016-02-05,220430,0.611,0.947,2,-3.003,1,0.174,0.00932,0.737,0.1,0.0945,127.964,1,0,0,0,0,0,0
39qUZ7zIlDXziDOvRE2UCN,Token Baashi,CryJaxx,2019-02-28,221156,0.673,0.905,7,-3.349,1,0.0412,0.029,0.818,0.104,0.232,149.998,0,0,0,0,1,0,0
5Yp8d1wlkpup010VvKFEP2,Catch & Release - Deepend Remix Extended Version,Matt Simons,2015-09-18,269987,0.852,0.528,1,-8.159,0,0.0556,0.241,0.00624,0.0291,0.203,104.997,0,1,0,0,0,0,0
2HUrnrn2N9XQvbvnDh5jPU,Pursuit of Happiness - Steve Aoki Remix,Kid Cudi,2012,373055,0.723,0.556,0,-11.394,1,0.0709,0.0163,0.0026,0.0505,0.608,128.027,1,0,0,0,0,0,0
1S2KfHhrRCLG7AC83P9PhV,Blue Sky,The Allman Brothers Band,2005,309067,0.504,0.625,4,-9.915,1,0.0273,0.673,0.253,0.325,0.899,95.192,0,0,0,0,0,1,0
2UrEW3FV2AH151KdFHiiza,El Calendario,Pasabordo,2008-05-16,187840,0.706,0.866,6,-4.871,1,0.0481,0.12,0.0,0.123,0.853,104.894,0,1,0,0,0,0,0
3XmpCkuHAHIKIJ5ZxGY20j,Straftanz,Straftanz,2008-06-13,290147,0.543,0.953,7,-5.235,1,0.0702,0.00197,0.196,0.401,0.399,127.031,0,0,1,0,0,0,0
5AT7E0WMXXuFefofpgAZgC,Strangers,Seven Lions,2013-01-01,204240,0.583,0.698,0,-7.425,0,0.0393,0.0142,1.99e-06,0.157,0.503,129.977,1,0,0,0,0,0,0
4yI3UxqUZPbmHMUb9s2dPa,Bien Loco,Nova,2009-06-26,217836,0.721,0.82,10,-4.568,1,0.344,0.41,0.0,0.111,0.751,169.951,0,1,0,0,0,0,0
1VWSVt3Q0nGbq2EHe2zJYJ,Pair of Dice (Radio Edit),Tiësto,2012-10-08,185500,0.493,0.918,8,-4.37,1,0.0583,0.000136,0.909,0.887,0.209,128.022,1,0,0,0,0,0,0
2Lv7vYpPx68ttqspWdMnvw,Payback,Dimitri Vangelis & Wyman,2014-04-21,349507,0.632,0.83,7,-5.193,0,0.063,0.0485,0.079,0.566,0.319,128.013,1,0,0,0,0,0,0
6fZO4Uk2yM4MwrY13n2zBI,(Don't Fear) The Reaper - Single Version,Blue Öyster Cult,2005,228867,0.419,0.909,0,-10.258,1,0.0639,0.00239,1.68e-05,0.24,0.494,142.217,0,0,0,0,0,1,0
10kmdx4OFs3OHwGa1CfYOF,We Are The Champions,Queen,1992,180800,0.281,0.312,10,-14.576,1,0.033,0.45,1.26e-06,0.0949,0.221,90.143,0,0,0,0,0,1,0
3l85BgDKG8LVAlEnHEU8lP,Tomorrow's Dream,Black Sabbath,1972-09-25,188775,0.479,0.571,7,-12.65,1,0.0388,0.0472,0.031,0.14,0.35,110.75,0,0,0,0,0,1,0
6tinFGP1QJuRbyeCekZcLZ,Another Life,Afrojack,2017-04-28,208689,0.419,0.761,7,-3.133,0,0.0569,0.179,0.0,0.461,0.492,144.815,0,0,1,0,0,0,0
4phHbFt0h1NRXIgMNM8t0Q,En Su Nota,Don Omar,2006-01-01,219333,0.657,0.843,6,-5.927,0,0.272,0.00498,2.5e-05,0.156,0.883,192.043,0,1,0,0,0,0,0
7deFhi7zKJHlR1dtuY69gv,Between Me & You,Ja Rule,2000-01-01,250173,0.818,0.883,0,-4.547,1,0.0695,0.0202,0.000767,0.243,0.405,93.67,0,0,0,1,0,0,0
0hGSr4bb26syMkhIiPGNNe,Turn It Up,Dimitri Vegas & Like Mike,2013-06-11,283707,0.452,0.936,8,-3.075,1,0.107,0.00298,0.134,0.372,0.307,128.161,1,0,0,0,0,0,0
5alKIB3JaJ4N1RwbsTz9jO,Celebration,The Game,2012-01-01,288640,0.693,0.698,3,-7.75,1,0.273,0.0187,0.0,0.172,0.566,148.047,0,0,0,0,1,0,0
2nF6ZfbdZ6j6pvCoOKm6KQ,Hasta Verla Sin Ná,Tony Dize,2015-04-07,213707,0.741,0.786,1,-4.163,0,0.0489,0.101,0.0,0.184,0.694,93.983,0,1,0,0,0,0,0
4BfjxDJ4E7vSNeQHJ8dlwz,Всё нормально,Местный,2018-11-13,180016,0.63,0.743,1,-7.722,1,0.394,0.393,0.0,0.118,0.536,160.056,0,0,0,0,1,0,0
51pvjqS1XmaObmjovRnHiL,Natsu No Owari,T-SQUARE,2015-07-08,308867,0.633,0.713,7,-8.163,1,0.0242,0.0515,0.562,0.104,0.713,100.045,0,0,0,0,0,1,0
3W1iDAW7PVwlMC2zJIKF0k,Gypsy Road,Cinderella,1988,235733,0.523,0.88,9,-9.019,1,0.0402,0.00961,0.000828,0.329,0.553,132.426,0,0,0,0,0,1,0
1zZdGnwXDLfVe8V2bclJQh,What Is Life,George Harrison,1970-11-27,264413,0.469,0.833,4,-5.804,1,0.0314,0.00566,0.000419,0.314,0.886,131.185,0,0,0,0,0,1,0
2xdAzSwuG21jwToQstY5TR,Now & Forever,Ballin Entertainment,2008-04-20,146834,0.613,0.728,6,-10.597,0,0.0679,0.00729,0.00645,0.146,0.802,128.855,0,1,0,0,0,0,0
0Z2ke9CtxCONdyURCI3wIu,Walk It Out Remix feat OutKast & Jim Jones,Unk,2007-02-06,296560,0.799,0.695,1,-6.085,0,0.258,0.0728,0.0,0.1,0.519,159.957,0,0,0,0,1,0,0
3ksRhmptOiAWbYLTdTIfNs,El Besito,Pasabordo,2012-09-15,201307,0.699,0.939,0,-4.229,1,0.139,0.265,0.0,0.0696,0.755,108.09,0,1,0,0,0,0,0
26Hu22OnPChPeK3II0J1Tt,Under My Thumb,The Rolling Stones,1971-12-20,222773,0.727,0.57,6,-11.438,0,0.0358,0.36,0.0585,0.202,0.737,126.805,0,0,0,0,0,1,0
64VJ37v2qFkTSuE14xFzzN,Asi Son Mis Dias,Control Machete,2017-02-10,216747,0.688,0.472,10,-9.022,0,0.0458,0.0155,0.0898,0.245,0.489,79.466,0,1,0,0,0,0,0
3fWmO8cxE3Kh6o4F8oyRSZ,Oto Moto,Disiz La Peste,2015-06-01,161756,0.783,0.629,9,-5.023,1,0.328,0.311,0.0,0.284,0.769,142.896,0,0,0,1,0,0,0
5prhnDp2J8AYdZd53LFqpP,Seek Bromance (Avicii Vocal Edit),Tim Berg,2011-03-11,200973,0.511,0.79,1,-3.576,0,0.0408,0.0938,0.0,0.116,0.512,125.968,1,0,0,0,0,0,0
0Jci9dBlCSDgL5ivMMSAQx,Have You Ever Seen The Rain?,Creedence Clearwater Revival,1970-12-07,160133,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,0,0,0,0,0,1,0
5a7zThH0zptON85G6c50R1,Ese Amor (feat. Jimmy Dub),Andeeno Damassy,2015-03-25,202800,0.748,0.801,6,-4.425,0,0.0526,0.325,0.0,0.138,0.907,99.992,0,1,0,0,0,0,0
7z72BGlsE21horfWo8hG4d,Rewind (feat. Sophie Strauss),Wingtip,2016-09-20,197330,0.66,0.625,8,-7.123,0,0.0689,0.114,0.000233,0.172,0.283,100.025,0,0,0,1,0,0,0
1jVqz3kYRpy9DTmtgJ4WwA,Make You Mine,L0uie L0u,2017-10-27,205296,0.445,0.576,7,-10.152,0,0.349,0.528,0.0,0.561,0.239,143.694,0,0,1,0,0,0,0
6DY2TWhO7ioSmVzK3kuHk8,Narcos,Migos,2018-01-26,255379,0.936,0.592,7,-6.878,0,0.144,0.014,0.0,0.137,0.24,124.996,0,0,0,0,1,0,0
1dssHOp3HpaK9o5c0CL7xU,Hoovela,Steve Aoki,2018-10-05,207296,0.341,0.989,4,-3.828,0,0.111,0.00123,0.822,0.4,0.119,103.48,1,0,0,0,0,0,0
5eBAi26nr0KPcO3ko2hvLN,M.I.A,Khea;Omar Varela,2018-06-01,206222,0.806,0.722,9,-2.463,1,0.0389,0.203,0.0,0.0957,0.569,134.984,0,0,0,0,1,0,0
3ZXFLQ4fX0uTWX45BDBLi8,Antigravity,Khrebto,2018-12-07,198462,0.77,0.94,1,-2.791,1,0.112,0.00361,0.0282,0.492,0.394,130.024,1,0,0,0,0,0,0
4JvgDvUxtG3qwbzbCgucwq,We Don't Care,Hogland,2017-06-09,193353,0.582,0.819,11,-4.564,1,0.0548,0.296,0.00054,0.222,0.302,125.819,1,0,0,0,0,0,0
3Zd0klcOIvoEnGi0JZ7WMP,True Confessions,Blue Öyster Cult,1976,176760,0.608,0.87,10,-7.813,1,0.0386,0.0377,2.49e-05,0.0806,0.831,120.845,0,0,0,0,0,1,0
21OMoOg39izMJVeSnJjKyC,What the World Needs Now(Is Love),Dionne Warwick,2005-05-03,189893,0.576,0.288,11,-12.298,0,0.0357,0.837,1.76e-06,0.143,0.448,111.823,0,0,0,0,0,1,0
42yc79BapfKffHxLPRIEht,El Problemon,Bonka,2006-01-01,214320,0.78,0.776,9,-6.159,1,0.0565,0.0711,0.0,0.11,0.809,122.6,0,1,0,0,0,0,0
2czVL8mpPBuawijIYf3vQ8,Champions League,Krept & Konan,2017-10-20,272280,0.768,0.563,9,-7.439,1,0.403,0.211,0.0,0.356,0.461,89.916,0,0,0,0,1,0,0
4rNOAEQx9ywqkihRssCm2t,Bring Me Your Love (feat. THEA),Giraffage,2016-08-15,240323,0.676,0.587,1,-6.441,0,0.0291,0.422,5.4e-05,0.0764,0.485,116.001,0,0,1,0,0,0,0
4fBzJRTNEKhriwYUa9XLEz,I Like It,Mr. Capone-E,2006-10-24,249693,0.765,0.764,1,-4.702,1,0.238,0.0967,0.0,0.305,0.345,96.542,0,1,0,0,0,0,0
1GLzCv2crATQgyUGdN94c3,No Scrubs (feat. Jon Santana),Cappa,2015-11-05,214894,0.575,0.485,8,-9.247,0,0.0302,0.153,0.523,0.0934,0.345,172.17,0,0,1,0,0,0,0
2DlWFiFyF8h5EJtfoNCccz,Brinca [Michaell D Remix],Edu Linares,2018-01-01,204375,0.68,0.884,7,-4.804,1,0.0669,0.00265,0.00236,0.158,0.238,127.986,0,1,0,0,0,0,0
1DnbKcNE0sYLK4LOmhtTv9,Yo Voy A Llegar,Zion,2012-12-04,225333,0.754,0.779,2,-9.076,1,0.0519,0.287,0.00228,0.165,0.726,94.986,0,1,0,0,0,0,0
1lDPD85vlOjj4WmhSrpswH,Get Lucky,The Beef Seeds,2014-05-01,209362,0.821,0.932,6,-4.853,0,0.108,0.466,0.0,0.406,0.78,117.49,0,0,0,1,0,0,0
6giHzoNmL0kwyBZAXGIIc2,Miss You,James Hersey,2016-08-19,206099,0.871,0.595,5,-7.618,0,0.0552,0.0929,0.00422,0.107,0.623,120.011,0,0,1,0,0,0,0
2XpjmHq0CygfO5FV5d5Hu6,Get Me Home,Foxy Brown,1996-01-01,229400,0.779,0.476,7,-6.61,1,0.224,0.107,0.000363,0.163,0.334,96.101,0,0,0,1,0,0,0
4WGPjNKQkJaXqj6RAbVAOz,Power Up,"Noke D, D-Gotti, D-Reck, Tyte Eyes & Mike D",2004-01-01,242120,0.909,0.783,1,-6.816,1,0.297,0.00676,0.0,0.0846,0.902,88.61,0,0,0,0,1,0,0
1VvsWao3Tx3QjkWgr6sTaO,Fantastic Voyage,Coolio,1994-07-19,241480,0.889,0.768,4,-9.148,0,0.131,0.128,0.0,0.0769,0.808,104.653,0,0,0,1,0,0,0
1yeLSqz8u8ip9NnzjGs7lQ,Ain't It Funny - Murder Remix,Jennifer Lopez,1999,229800,0.783,0.758,10,-2.663,0,0.151,0.384,0.0,0.0938,0.78,89.434,0,0,0,1,0,0,0
5YjxMnQx0pEdgkzwDyeXGQ,Nothing Matters,Christian Gregory,2014-08-19,258603,0.683,0.549,6,-8.087,0,0.0384,0.392,0.136,0.353,0.938,143.635,0,0,0,1,0,0,0
3zKJTDUeyoXw629NyVqHsb,Eyes Reloaded (Kaskade Mash),Sebastian Ingrosso & Tommy Trash,2013-04-22,360202,0.586,0.895,7,-6.73,1,0.0516,0.0164,0.683,0.104,0.158,128.014,1,0,0,0,0,0,0
7MiWY7OrnN05ZhLmJl1PUl,Before The Funeral,Elli Ingram,2017-09-15,202120,0.791,0.648,2,-6.748,1,0.179,0.235,2.75e-06,0.0936,0.561,148.04,0,0,0,1,0,0,0
